Ｎａｖｏ,なゔぉ,0760022,北海道富良野市若葉町１０−８,0167-56-7993,富良野駅,富良野駅から直線距離で895m,海抜172m,"カフェ
バー",43.3390039,142.39360994,
cafe 麦秋,かふぇばくしゅう,0760034,北海道富良野市 北の峰町3-38,0167-22-5752,富良野駅,富良野駅から直線距離で1826m,海抜187m,カフェ,43.3435798,142.36928866,https://r.gnavi.co.jp/pwc8dd7s0000/
喫茶・ギャラリー あかなら,きっさぎゃらりーあかなら,0760017,北海道富良野市 下御料,0167-23-2131,富良野駅,富良野駅から直線距離で2057m,海抜199m,喫茶店・軽食,43.33965753,142.36798744,https://r.gnavi.co.jp/g8f812hj0000/
フォーシーズン,ふぉーしーずん,0760034,北海道富良野市北の峰町２２−２９,0167-23-2342,富良野駅,富良野駅から直線距離で2305m,海抜209m,喫茶店,43.34485776,142.36305407,
山部路,やまべじ,0791581,北海道富良野市 字山部東15線14,0167-42-3518,富良野駅,富良野駅から直線距離で9314m,海抜210m,喫茶店・軽食,43.26324708,142.38345488,https://r.gnavi.co.jp/3fgjce3n0000/
黒いカレーの店喫茶パニエ,くろいかれーのみせきっさぱにえ,0791564,北海道富良野市山部中町２−６１,0167-56-7727,,,海抜219m,"喫茶店
カレー",43.24423455,142.38334184,
まりんはうす ふるびら,まりんはうすふるびら,0460132,北海道古平郡古平町 歌棄町14-5,0135-41-2820,,,海抜6m,カフェ,43.26042806,140.65428197,https://r.gnavi.co.jp/4krpkz0b0000/
ZICO HOUSE,じーこはうす,0860203,北海道野付郡別海町 別海西本町43,0153-74-8150,,,海抜21m,カフェ,43.39218014,145.12431316,https://r.gnavi.co.jp/2n6z18s60000/
cafe mille feuille,かふぇみるふぃゆ,0860201,北海道野付郡別海町 別海宮舞町51-4,0153-74-0668,,,海抜24m,カフェ,43.39481603,145.1255962,https://r.gnavi.co.jp/rz6nb1fz0000/
カフェ オーク,かふぇおーく,0860201,北海道野付郡別海町 別海宮舞町256-1,0153-75-0995,,,海抜29m,カフェ,43.39963727,145.12097692,https://r.gnavi.co.jp/jdj3b8pd0000/
CAFE TRUNK,かふぇとらんく,0860202,北海道野付郡別海町 別海旭町94,0153-74-8133,,,海抜22m,カフェ,43.39330795,145.12608533,https://r.gnavi.co.jp/gwg9907b0000/
oncafe,おんかふぇ,0860202,北海道野付郡別海町 別海旭町67-3,0153-75-0813,,,海抜22m,カフェ,43.39283857,145.12651594,https://r.gnavi.co.jp/a0nh4ndy0000/
コウシ茶寮,こうしさりょう,0860202,北海道野付郡別海町別海旭町３６,0153-74-8750,,,海抜20m,カフェ,43.39136186,145.12616554,
はあと＆けやき,はあとあんどけやき,0490161,北海道北斗市 飯生1-2-9,0138-83-8211,上磯駅,上磯駅から直線距離で490m,海抜0m,カフェ,41.81939844,140.6464975,https://r.gnavi.co.jp/bmfh29ga0000/
カラオケスナック　井戸端会議,からおけすなっくいどばたかいぎ,0490121,北海道北斗市久根別２丁目３１−２０,0138-84-8837,久根別駅,久根別駅から直線距離で260m,海抜3m,カラオケ喫茶,41.82423107,140.66685266,
ポパイ＆オリーブ,ぽぱいあんどおりーぶ,0490161,北海道北斗市 飯生3-4-4,0138-73-2175,上磯駅,上磯駅から直線距離で142m,海抜2m,喫茶店・軽食,41.81840367,140.63995927,https://r.gnavi.co.jp/sa2xs1jw0000/
FLOAT,ふろーと,0490122,北海道北斗市 東浜1-11-13 2F,0138-76-7889,東久根別駅,東久根別駅から直線距離で594m,海抜0m,コーヒー,41.82211253,140.67499317,https://r.gnavi.co.jp/kndsrdpy0000/
三條屋カフェ,さんじょうやかふぇ,0490101,北海道北斗市 追分2-53-6,0138-49-3038,七重浜駅,七重浜駅から直線距離で1506m,海抜5m,カフェ,41.82955487,140.70163284,https://r.gnavi.co.jp/599tt7x50000/
珈琲所 コメダ珈琲店 イオン上磯店,こーひーどころこめだこーひーてんいおんかみいそてん,0490111,北海道北斗市 七重浜4-44-1,0138-85-6820,七重浜駅,七重浜駅から直線距離で551m,海抜6m,喫茶店・軽食,41.8219176,140.71085473,https://r.gnavi.co.jp/2m24tuj10000/
クレッセンド,くれっせんど,0490111,北海道北斗市 七重浜4-36-6,0138-49-4772,七重浜駅,七重浜駅から直線距離で283m,海抜6m,喫茶店・軽食,41.81926233,140.71088816,https://r.gnavi.co.jp/f86918xt0000/
珈琲待夢,こーひーたいむ,0490111,北海道北斗市 七重浜4-27-33,0138-49-4866,七重浜駅,七重浜駅から直線距離で484m,海抜6m,喫茶店・軽食,41.8185266,140.71450444,https://r.gnavi.co.jp/235psr6e0000/
又蔵さんち,またくらさんち,0411231,北海道北斗市 向野1-15-17,0138-83-1687,新函館北斗駅,新函館北斗駅から直線距離で2722m,海抜29m,カフェ,41.88191166,140.63633318,https://r.gnavi.co.jp/agv1y7m80000/
LEAVES 本店,りーゔずほんてん,0411201,北海道北斗市 本町2-6-21,0138-77-1636,新函館北斗駅,新函館北斗駅から直線距離で2348m,海抜31m,カフェ,41.88459915,140.63961848,https://r.gnavi.co.jp/hnc5035h0000/
高島屋珈琲,たかしまやこーひー,0411251,北海道北斗市 本郷2-28-16,0138-77-1101,新函館北斗駅,新函館北斗駅から直線距離で1777m,海抜37m,カフェ,41.89003019,140.63986306,https://r.gnavi.co.jp/5mb19n2z0000/
tete cafe,ててかふぇ,0411242,北海道北斗市 市渡1-7-5,0138-77-0606,新函館北斗駅,新函館北斗駅から直線距離で303m,海抜30m,カフェ,41.90210244,140.64729124,https://r.gnavi.co.jp/1p2dwb220000/
カフェハウス ラストチャンス,かふぇはうすらすとちゃんす,0983211,北海道天塩郡幌延町 1条南1,01632-5-2103,幌延駅,幌延駅から直線距離で57m,海抜7m,喫茶店・軽食,45.01451161,141.84639879,https://r.gnavi.co.jp/dprfu0fu0000/
カフェ ド ギャラリーガーデニア,かふぇどぎゃらりーがーでにあ,0893334,北海道中川郡本別町 北2,0156-22-2270,,,海抜58m,カフェ,43.12440007,143.61208075,https://r.gnavi.co.jp/pspdy1j10000/
エトワール,えとわーる,0893334,北海道中川郡本別町 北3-1-19,0156-22-5550,,,海抜63m,喫茶店・軽食,43.12538317,143.61290013,https://r.gnavi.co.jp/rp38nky30000/
岡女堂本家,おかめどうほんけ,0893305,北海道中川郡本別町 共栄18-8,0156-22-5981,,,海抜62m,甘味処,43.11046651,143.59521299,https://r.gnavi.co.jp/1g154g890000/
蔵漆紅,くらしっく,0890602,北海道中川郡幕別町 旭町24-75,0155-54-4696,幕別駅,幕別駅から直線距離で437m,海抜26m,喫茶店・軽食,42.91142399,143.36108345,https://r.gnavi.co.jp/punrfx9n0000/
ティールーム コスモス（アトリエ秋桜窯）,てぃーるーむこすもす,0890563,北海道中川郡幕別町 千住397-92,0155-56-7030,札内駅,札内駅から直線距離で2516m,海抜24m,喫茶店・軽食,42.90451531,143.28396381,https://r.gnavi.co.jp/7e475jdr0000/
みさわ喫茶店,みさわきっさてん,0890543,北海道中川郡幕別町 札内中央町319-20,0155-56-2294,札内駅,札内駅から直線距離で396m,海抜30m,喫茶店・軽食,42.9118992,143.26002666,https://r.gnavi.co.jp/nk5ybu320000/
希林亭,きりんてい,0890543,北海道中川郡幕別町 札内中央町445,0155-56-2105,札内駅,札内駅から直線距離で158m,海抜31m,喫茶店・軽食,42.91396273,143.25716834,https://r.gnavi.co.jp/kkfutdpx0000/
喫茶あすなろ札内店,きっさあすなろさつないてん,0890533,北海道中川郡幕別町札内新北町７７−３３,0155-56-8901,札内駅,札内駅から直線距離で802m,海抜29m,喫茶店,42.91995023,143.2519888,
cafeちょここ,かふぇちょここ,0890554,北海道中川郡幕別町 札内みずほ町143-87,0155-94-3485,札内駅,札内駅から直線距離で973m,海抜31m,喫茶店・軽食,42.90513305,143.25092513,https://r.gnavi.co.jp/3yweejrs0000/
小槲工房,こがしわこうぼう,0890533,北海道中川郡幕別町 札内新北町24-3,0155-56-6966,札内駅,札内駅から直線距離で767m,海抜31m,喫茶店・軽食,42.91857845,143.24961052,https://r.gnavi.co.jp/s8c88gbr0000/
カフェ シェモア,かふぇしぇもあ,0890533,北海道中川郡幕別町 札内新北町40-2,0155-56-1810,札内駅,札内駅から直線距離で704m,海抜33m,カフェ,42.91663985,143.24827476,https://r.gnavi.co.jp/50bkev5y0000/
えほんカフェ tetote,えほんかふぇてとて,0890553,北海道中川郡幕別町札内文京町37-30,0155-67-4707,札内駅,札内駅から直線距離で938m,海抜36m,カフェ・スイーツ その他,42.90858844,143.24591058,https://r.gnavi.co.jp/ha57900/
十勝フードハウス ルナ,とかちふーどはうするな,0890600,北海道中川郡幕別町 の札内共栄町175-7,0155-66-7006,札内駅,札内駅から直線距離で907m,海抜33m,カフェ,42.9164673,143.24534168,https://r.gnavi.co.jp/r4cndy4p0000/
カフェレストランSAIKI,かふぇれすとらんさいき,0890535,北海道中川郡幕別町 札内桜町83-6,0155-28-5555,札内駅,札内駅から直線距離で1470m,海抜35m,カフェ,42.92049495,143.24049809,https://r.gnavi.co.jp/nmggwgc20000/
ノヤ,のや,0890567,北海道中川郡幕別町 明倫78-2,0155-57-2550,,,海抜165m,カフェ,42.78126408,143.26252581,https://r.gnavi.co.jp/rj0gghch0000/
cafe 海猿舎,かふぇうみざるや,0770205,北海道増毛郡増毛町 弁天町1-21-1 ぼちぼちいこか増毛舘内,0164-53-1176,,,海抜5m,カフェ,43.85781228,141.52571163,https://r.gnavi.co.jp/rn8xvx7u0000/
高橋製菓店,たかはしせいかてん,0770205,北海道増毛郡増毛町弁天町１丁目,0164-53-2135,,,海抜6m,喫茶店,43.85762561,141.52637148,
ｃａｆｅ・ｄｅ・ＳＯＢＡ凛,かふぇどそばりん,0770201,北海道増毛郡増毛町永寿町１丁目５,0164-56-0063,,,海抜5m,"そば
カフェ",43.85774766,141.52224126,
喫茶ポルク,きっさぽるく,0770222,北海道増毛郡増毛町 見晴町1058-11,0164-53-3485,,,海抜62m,喫茶店・軽食,43.85244466,141.54479882,https://r.gnavi.co.jp/hagvxy2m0000/
cafe とみや,かふぇとみや,0481631,北海道虻田郡真狩村 字真狩49-18,0136-45-2052,,,海抜222m,カフェ,42.76377237,140.80313632,https://r.gnavi.co.jp/f33atead0000/
真狩BASE,まっかりべーす,0481631,北海道虻田郡真狩村 字真狩49-13,0136-55-7454,,,海抜221m,カフェ,42.76379896,140.80232652,https://r.gnavi.co.jp/cn11t7yg0000/
マーシーズファーム,まーしーずふぁーむ,0481611,北海道虻田郡真狩村字光３９−３,0136-55-6111,,,海抜228m,カフェ,42.76216654,140.80886077,
hair＆cafe life,へあーあんどかふぇらいふ,0481631,北海道虻田郡真狩村 真狩27-3,0136-55-8687,,,海抜220m,カフェ,42.76869665,140.80009738,https://r.gnavi.co.jp/rhe86e2p0000/
ピザハウスシャトー,,0491512,北海道松前郡松前町字福山193,0139-42-4005,,,海抜5m,,41.430278,140.11079984,
居見世・茶蔵,,0491512,松前町字福山142番地,0139-46-7800,,,海抜3m,,41.42979817,140.11126302,
味菜食堂,あじさいしよくどう,0682153,北海道三笠市幸町２０−６,01267-3-1444,峰延駅,峰延駅から直線距離で5652m,海抜38m,"喫茶店
弁当
食堂",43.24727021,141.88003235,
りとる,りとる,0792403,北海道空知郡南富良野町字幾寅岐阜,0167-39-7200,,,海抜349m,喫茶店,43.16963311,142.56886563,
AtelierCafe人来瑠,あとりえぷらすかふぇにんぐる,0792400,北海道空知郡南富良野町 幾寅155,0167-52-3108,,,海抜361m,カフェ,43.17643503,142.57727279,https://r.gnavi.co.jp/7zpttzw20000/
ニングル（人来瑠）Ａｔｅｌｉｅｒ・Ｃａｆｅ・Ｒｅｓｔａｕｒａｎｔ,にんぐるあとりえかふぇれすとらん,0792400,北海道空知郡南富良野町字幾寅１５５,0167-52-3108,,,海抜359m,カフェ,43.17652147,142.5776338,
有限会社丸ススズキ,まるすすずき,0540042,北海道勇払郡むかわ町美幸２丁目８７−１,0145-42-2068,鵡川駅,鵡川駅から直線距離で463m,海抜5m,甘味処,42.57503083,141.92581361,
リキーズハウス,りきーずはうす,0540042,北海道勇払郡むかわ町 美幸1-9-1,0145-42-2553,鵡川駅,鵡川駅から直線距離で173m,海抜7m,喫茶店・軽食,42.57763321,141.92256844,https://r.gnavi.co.jp/m1b2pkhw0000/
Cafe木蓮,かふぇもくれん,0540211,北海道勇払郡むかわ町 穂別78-2,0145-45-3288,,,海抜79m,カフェ,42.76422155,142.13449625,https://r.gnavi.co.jp/c0k3hrbz0000/
峰,みね,0540211,北海道勇払郡むかわ町 穂別46,0145-45-3040,,,海抜67m,喫茶店・軽食,42.76254036,142.13779938,https://r.gnavi.co.jp/88rtkksr0000/
大町カフェ カフェ,おおまちかふぇかふぇ,0510011,北海道室蘭市 中央町2-6-25,0143-23-5585,室蘭駅,室蘭駅から直線距離で267m,海抜4m,カフェ,42.31674058,140.97159802,https://r.gnavi.co.jp/a4d6urb20000/
めどう,めどう,0510011,北海道室蘭市 中央町2-3-19,0143-24-3033,室蘭駅,室蘭駅から直線距離で188m,海抜4m,喫茶店・軽食,42.31752118,140.97217551,https://r.gnavi.co.jp/jjjv8rxk0000/
蘭珈屋,らんかや,0510011,北海道室蘭市 中央町2-8-13,0143-23-2960,室蘭駅,室蘭駅から直線距離で303m,海抜5m,喫茶店・軽食,42.31688692,140.97100533,https://r.gnavi.co.jp/p4w2wgg20000/
マイコーヒー,まいこーひー,0510011,北海道室蘭市中央町２丁目５−１２,0143-23-2912,室蘭駅,室蘭駅から直線距離で243m,海抜5m,喫茶店,42.31777,140.97143837,
珈琲人,こいびと,0510011,北海道室蘭市 中央町2-5-2,0143-22-3333,室蘭駅,室蘭駅から直線距離で259m,海抜4m,喫茶店・軽食,42.31824056,140.97125051,https://r.gnavi.co.jp/r4mes1hs0000/
アンデルセン,あんでるせん,0510011,北海道室蘭市 中央町1-1-17,0143-22-3366,室蘭駅,室蘭駅から直線距離で228m,海抜4m,喫茶店・軽食,42.31864616,140.971756,https://r.gnavi.co.jp/5h2akz520000/
すずや喫茶店,すずやきっさてん,0510011,北海道室蘭市 中央町1-4-7,0143-23-4470,室蘭駅,室蘭駅から直線距離で374m,海抜6m,喫茶店・軽食,42.31957083,140.9703727,https://r.gnavi.co.jp/8gyawe480000/
英国館,えいこくかん,0510024,北海道室蘭市 幕西町1-1,0143-24-1017,室蘭駅,室蘭駅から直線距離で414m,海抜11m,カフェ,42.32015363,140.97029778,https://r.gnavi.co.jp/gsgpwc950000/
ランプ城,らんぷじよう,0510014,北海道室蘭市栄町１丁目１２７−３,0143-22-3715,室蘭駅,室蘭駅から直線距離で953m,海抜30m,喫茶店,42.3110346,140.96760021,
喫茶 測量山,きっさそくりょうざん,0510027,北海道室蘭市 沢町19-12,0143-24-5764,室蘭駅,室蘭駅から直線距離で1032m,海抜90m,喫茶店・軽食,42.3210232,140.96254026,https://r.gnavi.co.jp/d6w14sd50000/
Cafe てとて,かふぇてとて,0510004,北海道室蘭市 母恋北町1-2-20 1F,0143-23-0520,母恋駅,母恋駅から直線距離で101m,海抜7m,カフェ,42.31636945,140.98984897,https://r.gnavi.co.jp/bmzz1scj0000/
ドギーズルーム,どぎーずるーむ,0500085,北海道室蘭市輪西町２丁目５−１,0143-84-9080,輪西駅,輪西駅から直線距離で471m,海抜5m,カフェ,42.33410265,141.0130308,
喫茶ふうしゃ,きっさふうしゃ,0510036,北海道室蘭市 祝津町4-16-15 みたら室蘭,0143-26-2030,本輪西駅,本輪西駅から直線距離で3381m,海抜2m,喫茶店・軽食,42.34191373,140.94352678,https://r.gnavi.co.jp/3031ry720000/
カラオケ喫茶カンナ,からおけきっさかんな,0500085,北海道室蘭市輪西町２丁目８−１２,0143-43-3999,輪西駅,輪西駅から直線距離で422m,海抜6m,カラオケ喫茶,42.33582751,141.01182251,
ブロートン,ぶろーとん,0510035,北海道室蘭市 絵鞆町4-2-14 エンルムマリーナ,0143-27-2777,本輪西駅,本輪西駅から直線距離で3682m,海抜3m,喫茶店・軽食,42.3403862,140.94050213,https://r.gnavi.co.jp/263c6xp10000/
宮越屋珈琲 Mutekirou,みやごしやこーひーむてきろう,0510035,北海道室蘭市 絵鞆町2-11-1,0143-27-0001,崎守駅,崎守駅から直線距離で4057m,海抜12m,カフェ,42.33784173,140.93224473,https://r.gnavi.co.jp/fx87vfrz0000/
ドトールコーヒーショップ 室蘭店,どとーるこーひーしょっぷむろらんてん,0500075,北海道室蘭市 中島本町1-1-6 MORUE中島D棟,0143-46-1755,東室蘭駅,東室蘭駅から直線距離で1327m,海抜3m,カフェ,42.35060175,141.00938059,https://r.gnavi.co.jp/66rh3cf50000/
キャビン,きゃびん,0500074,北海道室蘭市 中島町1-3-15,0143-45-5859,東室蘭駅,東室蘭駅から直線距離で1187m,海抜3m,喫茶店・軽食,42.35013238,141.01100838,https://r.gnavi.co.jp/bub4ea9x0000/
洒落人,しゃれっと,0500083,北海道室蘭市 東町1-17-15,0143-43-7837,東室蘭駅,東室蘭駅から直線距離で749m,海抜4m,喫茶店・軽食,42.34241186,141.02261027,https://r.gnavi.co.jp/49nck2730000/
